Date of Demolition,Locality,District,Area,Housing Units,People left Homeless,Minors left Homeless,Type Of Structure
2022-08-03,Qalandia,al-Quds,west-bank,1,0,0,Non Resedential
2022-08-03,a-Za'ayem,al-Quds,west-bank,1,0,0,Non Resedential
2022-08-03,a-Za'ayem,al-Quds,west-bank,1,0,0,Non Resedential
2022-08-03,a-Za'ayem,al-Quds,west-bank,1,0,0,Non Resedential
2022-08-03,a-Za'ayem,al-Quds,west-bank,3,0,0,Non Resedential
2022-08-03,a-Za'ayem,al-Quds,west-bank,1,0,0,Non Resedential
2022-08-02,a-Ramadin,Hebron,west-bank,1,0,0,Residental
2022-08-02,a-Ramadin,Hebron,west-bank,2,0,0,Non Resedential
2022-08-02,Sabastiya,Nablus,west-bank,1,9,6,Residental
2022-08-02,Sabastiya,Nablus,west-bank,1,0,0,Non Resedential
2022-08-02,Beit Dajan,Nablus,west-bank,1,0,0,Non Resedential
2022-08-02,Bizzariya,Nablus,west-bank,3,0,0,Non Resedential
2022-08-01,Kafr a-Dik,Salfit,west-bank,1,0,0,Residental
2022-07-27,Jericho,Jericho,west-bank,1,0,0,Residental
2022-07-27,Jericho,Jericho,west-bank,1,0,0,Residental
2022-07-27,Jericho,Jericho,west-bank,1,0,0,Non Resedential
2022-07-26,Ya'bad,Jenin,west-bank,2,0,0,Non Resedential
2022-07-26,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential
2022-07-26,Qusin,Nablus,west-bank,2,0,0,Non Resedential
2022-07-26,Qusin,Nablus,west-bank,1,0,0,Non Resedential
2022-07-26,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential
2022-07-26,Um a-Rihan,Jenin,west-bank,1,0,0,Residental
2022-07-26,Qusin,Nablus,west-bank,1,0,0,Residental
2022-07-25,Idhna,Hebron,west-bank,1,4,2,Residental
2022-07-25,Kh. Um Qusah,Hebron,west-bank,1,6,4,Residental
2022-07-25,Birin,Hebron,west-bank,1,0,0,Residental
2022-07-25,Birin,Hebron,west-bank,1,0,0,Non Resedential
2022-07-24,al-Buweib,Hebron,west-bank,1,0,0,Non Resedential
2022-07-19,'Anata,al-Quds,west-bank,1,0,0,Residental
2022-07-19,'Anata,al-Quds,west-bank,1,0,0,Residental
2022-07-19,al-Jawaya,Hebron,west-bank,2,0,0,Non Resedential
2022-07-19,al-Jawaya,Hebron,west-bank,1,0,0,Non Resedential
2022-07-19,'Aqbat Jaber R.C.,Jericho,west-bank,1,0,0,Residental
2022-07-19,'Anata,al-Quds,west-bank,1,0,0,Residental
2022-07-19,al-Jawaya,Hebron,west-bank,1,3,0,Residental
2022-07-19,'Anata,al-Quds,west-bank,2,0,0,Non Resedential
2022-07-19,'Anata,al-Quds,west-bank,1,0,0,Residental
2022-07-17,al-Jawaya,Hebron,west-bank,3,0,0,Non Resedential
2022-07-07,a-Nabi Samwil,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2022-07-07,a-Nabi Samwil,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2022-07-07,a-Nabi Samwil,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2022-07-07,Kh. Um Qusah,Hebron,west-bank,1,0,0,Residental
2022-07-07,Kh. Um Qusah,Hebron,west-bank,1,12,7,Residental
2022-07-06,Kafr a-Dik,Salfit,west-bank,1,0,0,Non Resedential
2022-07-06,Kafr a-Dik,Salfit,west-bank,2,0,0,Non Resedential
2022-07-05,Qabalan,Nablus,west-bank,1,0,0,Non Resedential
2022-07-05,a-Lubban a-Sharqiyah,Nablus,west-bank,2,0,0,Non Resedential
2022-07-05,a-Lubban a-Sharqiyah,Nablus,west-bank,2,0,0,Non Resedential
2022-07-05,Birin,Hebron,west-bank,3,0,0,Non Resedential
2022-07-05,Duma,Nablus,west-bank,3,0,0,Non Resedential
2022-07-04,Ni'lin,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2022-07-04,Ni'lin,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2022-07-04,a-Za'ayem,al-Quds,west-bank,1,0,0,Non Resedential
2022-07-04,a-Sawahrah a-Sharqiyah,al-Quds,west-bank,1,0,0,Residental
2022-07-03,al-'Abadiyeh,Bethlehem,west-bank,1,0,0,Residental
2022-06-30,al-Buweib,Hebron,west-bank,1,0,0,Non Resedential
2022-06-30,a-Rifa'iya,Hebron,west-bank,1,0,0,Non Resedential
2022-06-29,'Anzah,Jenin,west-bank,1,0,0,Non Resedential
2022-06-29,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential
2022-06-29,al-Mansura,Jenin,west-bank,2,0,0,Non Resedential
2022-06-28,a-Za'ayem,al-Quds,west-bank,2,0,0,Non Resedential
2022-06-28,a-Za'ayem,al-Quds,west-bank,2,0,0,Non Resedential
2022-06-28,'Anata,al-Quds,west-bank,1,5,2,Residental
2022-06-28,'Anata,al-Quds,west-bank,1,0,0,Non Resedential
2022-06-28,'Anata,al-Quds,west-bank,1,4,2,Residental
2022-06-28,'Anata,al-Quds,west-bank,1,8,6,Residental
2022-06-28,Tarqumya,Hebron,west-bank,8,0,0,Non Resedential
2022-06-28,'Anata,al-Quds,west-bank,1,1,0,Residental
2022-06-27,Kh.Ibziq,Tubas,west-bank,1,0,0,Non Resedential
2022-06-27,Kh.Ibziq,Tubas,west-bank,2,0,0,Non Resedential
2022-06-27,Kh.Ibziq,Tubas,west-bank,1,0,0,Residental
2022-06-27,Kh.Ibziq,Tubas,west-bank,1,0,0,Non Resedential
2022-06-27,Kh.Ibziq,Tubas,west-bank,1,0,0,Residental
2022-06-27,Kh.Ibziq,Tubas,west-bank,3,0,0,Non Resedential
2022-06-27,'Anata,al-Quds,west-bank,3,0,0,Non Resedential
2022-06-27,Nahhalin,Bethlehem,west-bank,1,0,0,Non Resedential
2022-06-27,Bir Zeit,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2022-06-27,'Anata,al-Quds,west-bank,1,0,0,Non Resedential
2022-06-27,Kh.Ibziq,Tubas,west-bank,5,0,0,Non Resedential
2022-06-27,Kh.Ibziq,Tubas,west-bank,2,0,0,Non Resedential
2022-06-26,Tarqumya,Hebron,west-bank,1,0,0,Non Resedential
2022-06-26,Tarqumya,Hebron,west-bank,1,0,0,Non Resedential
2022-06-26,Tarqumya,Hebron,west-bank,1,0,0,Non Resedential
2022-06-26,Tarqumya,Hebron,west-bank,1,0,0,Non Resedential
2022-06-26,Tarqumya,Hebron,west-bank,1,0,0,Non Resedential
2022-06-26,Tarqumya,Hebron,west-bank,1,0,0,Non Resedential
2022-06-26,Tarqumya,Hebron,west-bank,1,0,0,Non Resedential
2022-06-26,Tarqumya,Hebron,west-bank,1,0,0,Non Resedential
2022-06-26,Tarqumya,Hebron,west-bank,1,0,0,Non Resedential
2022-06-26,Tarqumya,Hebron,west-bank,1,0,0,Non Resedential
2022-06-22,'Anata,al-Quds,west-bank,2,0,0,Non Resedential
2022-06-22,Ni'lin,Ramallah and al-Bira,west-bank,1,0,0,Residental
2022-06-22,'Anata,al-Quds,west-bank,3,0,0,Non Resedential
2022-06-21,Nahhalin,Bethlehem,west-bank,1,0,0,Non Resedential
2022-06-21,Nahhalin,Bethlehem,west-bank,1,0,0,Non Resedential
2022-06-15,al-Khalayleh,al-Quds,west-bank,1,0,0,Non Resedential
2022-06-15,al-Khalayleh,al-Quds,west-bank,3,0,0,Non Resedential
2022-06-13,Sa'ir,Hebron,west-bank,2,8,5,Residental
2022-06-13,Nahhalin,Bethlehem,west-bank,1,0,0,Non Resedential
2022-06-13,'Aqbat Jaber R.C.,Jericho,west-bank,1,0,0,Residental
2022-06-07,Beit Lid,Tulkarm,west-bank,1,0,0,Non Resedential
2022-06-01,Qalandia,al-Quds,west-bank,7,0,0,Non Resedential
2022-06-01,Kh. al-Fakhit,Hebron,west-bank,1,0,0,Residental
2022-06-01,Kh. al-Fakhit,Hebron,west-bank,1,0,0,Non Resedential
2022-06-01,Kh. al-Markez,Hebron,west-bank,1,0,0,Residental
2022-06-01,Kh. al-Markez,Hebron,west-bank,1,0,0,Residental
2022-06-01,Kh. al-Markez,Hebron,west-bank,1,0,0,Non Resedential
2022-06-01,al-Baq'ah (Hebron),Hebron,west-bank,2,0,0,Non Resedential
2022-06-01,Kh. al-Markez,Hebron,west-bank,1,0,0,Residental
2022-06-01,a-Za'ayem,al-Quds,west-bank,1,0,0,Non Resedential
2022-06-01,a-Za'ayem,al-Quds,west-bank,1,0,0,Non Resedential
2022-06-01,Kh. al-Fakhit,Hebron,west-bank,1,4,2,Residental
2022-06-01,a-Za'ayem,al-Quds,west-bank,2,0,0,Non Resedential
2022-06-01,Kh. al-Fakhit,Hebron,west-bank,1,0,0,Residental
2022-06-01,Kh. al-Fakhit,Hebron,west-bank,1,0,0,Non Resedential
2022-05-30,Ras 'Atiya,Qalqiliya,west-bank,1,0,0,Non Resedential
2022-05-24,al-Jawaya,Hebron,west-bank,2,0,0,Non Resedential
2022-05-24,'Arab a-Ramadin al-Janubi,Qalqiliya,west-bank,1,0,0,Non Resedential
2022-05-24,a-Tuwani,Hebron,west-bank,1,0,0,Non Resedential
2022-05-24,'Ein Samia,Ramallah and al-Bira,west-bank,1,6,3,Residental
2022-05-24,'Ein Samia,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2022-05-23,'Ein a-Duyuk a-Tahta,Jericho,west-bank,2,0,0,Residental
2022-05-22,Kafr a-Dik,Salfit,west-bank,1,0,0,Residental
2022-05-22,Kafr a-Dik,Salfit,west-bank,1,0,0,Non Resedential
2022-05-22,Kafr a-Dik,Salfit,west-bank,1,0,0,Non Resedential
2022-05-19,Deir Istiya,Salfit,west-bank,1,0,0,Non Resedential
2022-05-16,a-Za'ayem,al-Quds,west-bank,1,0,0,Residental
2022-05-16,a-Za'ayem,al-Quds,west-bank,1,0,0,Non Resedential
2022-05-16,a-Za'ayem,al-Quds,west-bank,2,0,0,Non Resedential
2022-05-16,'Ein a-Duyuk a-Tahta,Jericho,west-bank,1,0,0,Residental
2022-05-16,al-'Auja,Jericho,west-bank,1,0,0,Non Resedential
2022-05-12,Marj Na'jah,Jericho,west-bank,1,0,0,Non Resedential
2022-05-11,Kh. al-Fakhit,Hebron,west-bank,1,0,0,Residental
2022-05-11,Kh. al-Fakhit,Hebron,west-bank,2,0,0,Non Resedential
2022-05-11,a-Tuwani,Hebron,west-bank,1,0,0,Residental
2022-05-11,Kh. al-Fakhit,Hebron,west-bank,1,0,0,Non Resedential
2022-05-11,Kh. al-Fakhit,Hebron,west-bank,1,11,8,Residental
2022-05-11,Kh. al-Fakhit,Hebron,west-bank,1,0,0,Non Resedential
2022-05-11,Kh. al-Fakhit,Hebron,west-bank,1,0,0,Residental
2022-05-11,Kh. al-Fakhit,Hebron,west-bank,1,0,0,Non Resedential
2022-05-11,Kh. al-Markez,Hebron,west-bank,1,4,2,Residental
2022-05-11,Kh. al-Markez,Hebron,west-bank,1,0,0,Non Resedential
2022-05-11,Kh. al-Markez,Hebron,west-bank,1,2,0,Residental
2022-05-11,Kh. al-Markez,Hebron,west-bank,1,0,0,Non Resedential
2022-05-11,Kh. al-Markez,Hebron,west-bank,1,4,0,Residental
2022-05-11,Kh. al-Markez,Hebron,west-bank,1,4,2,Residental
2022-05-10,al-Khader,Bethlehem,west-bank,4,0,0,Non Resedential
2022-05-10,Khallet Sakariya,Bethlehem,west-bank,1,0,0,Residental
2022-05-09,Beit Dajan,Nablus,west-bank,1,0,0,Residental
2022-05-09,Beit Dajan,Nablus,west-bank,2,0,0,Residental
2022-05-09,Kh. 'Einun,Tubas,west-bank,1,0,0,Residental
2022-05-09,Furush Beit Dajan,Nablus,west-bank,1,0,0,Non Resedential
2022-05-08,Jaba',al-Quds,west-bank,1,0,0,Residental
2022-05-02,al-'Auja,Jericho,west-bank,1,0,0,Residental
2022-05-02,Duma,Nablus,west-bank,1,0,0,Non Resedential
2022-04-13,al-Qabun,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2022-04-13,al-Qabun,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2022-04-12,'Ein Samia,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2022-03-23,Tulkarm,Tulkarm,west-bank,1,0,0,Non Resedential
2022-03-23,Tulkarm,Tulkarm,west-bank,1,0,0,Non Resedential
2022-03-23,Tulkarm,Tulkarm,west-bank,1,0,0,Non Resedential
2022-03-23,Tulkarm,Tulkarm,west-bank,2,0,0,Non Resedential
2022-03-23,Tulkarm,Tulkarm,west-bank,1,0,0,Non Resedential
2022-03-23,al-'Auja,Jericho,west-bank,1,0,0,Residental
2022-03-23,Tulkarm,Tulkarm,west-bank,1,0,0,Non Resedential
2022-03-23,Tulkarm,Tulkarm,west-bank,1,0,0,Non Resedential
2022-03-23,Tulkarm,Tulkarm,west-bank,1,0,0,Non Resedential
2022-03-23,Tulkarm,Tulkarm,west-bank,1,0,0,Non Resedential
2022-03-23,Tulkarm,Tulkarm,west-bank,1,0,0,Non Resedential
2022-03-23,Tulkarm,Tulkarm,west-bank,1,0,0,Non Resedential
2022-03-23,Tulkarm,Tulkarm,west-bank,1,0,0,Non Resedential
2022-03-23,al-Qabun,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2022-03-23,al-Qabun,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2022-03-23,al-Qabun,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2022-03-22,Qalqas,Hebron,west-bank,1,0,0,Non Resedential
2022-03-22,Qalqas,Hebron,west-bank,1,0,0,Non Resedential
2022-03-21,Wadi Fukin,Bethlehem,west-bank,1,0,0,Non Resedential
2022-03-20,Badu a-Mu'arrajat,Ramallah and al-Bira,west-bank,1,8,1,Residental
2022-03-20,Badu a-Mu'arrajat,Ramallah and al-Bira,west-bank,1,3,1,Residental
2022-03-20,Badu a-Mu'arrajat,Ramallah and al-Bira,west-bank,1,2,0,Residental
2022-03-20,Badu a-Mu'arrajat,Ramallah and al-Bira,west-bank,1,8,6,Residental
2022-03-10,'Ein a-Duyuk a-Tahta,Jericho,west-bank,1,0,0,Non Resedential
2022-03-10,'Ein a-Duyuk a-Tahta,Jericho,west-bank,1,0,0,Non Resedential
2022-03-09,Hebron,Hebron,west-bank,1,8,4,Residental
2022-03-08,Bardalah,Tubas,west-bank,1,0,0,Non Resedential
2022-03-08,Bardalah,Tubas,west-bank,1,0,0,Non Resedential
2022-03-08,Bardalah,Tubas,west-bank,1,0,0,Non Resedential
2022-03-02,Hizma,al-Quds,west-bank,2,0,0,Non Resedential
2022-03-02,Kardalah,Tubas,west-bank,1,0,0,Non Resedential
2022-03-02,Hizma,al-Quds,west-bank,3,0,0,Non Resedential
2022-02-28,Fasayil,Jericho,west-bank,1,0,0,Residental
2022-02-24,'Anata,al-Quds,west-bank,1,0,0,Non Resedential
2022-02-24,'Anata,al-Quds,west-bank,1,5,3,Residental
2022-02-24,'Anata,al-Quds,west-bank,1,4,2,Residental
2022-02-24,'Anata,al-Quds,west-bank,2,0,0,Non Resedential
2022-02-23,Kh. Lasefar,Hebron,west-bank,1,0,0,Non Resedential
2022-02-23,Kh. Lasefar,Hebron,west-bank,1,0,0,Non Resedential
2022-02-23,Kh. Lasefar,Hebron,west-bank,1,0,0,Non Resedential
2022-02-23,She'b al-Batem,Hebron,west-bank,1,0,0,Non Resedential
2022-02-23,She'b al-Batem,Hebron,west-bank,1,0,0,Non Resedential
2022-02-23,She'b al-Batem,Hebron,west-bank,1,0,0,Non Resedential
2022-02-19,'Ein Samia,Ramallah and al-Bira,west-bank,1,6,1,Residental
2022-02-19,'Ein Samia,Ramallah and al-Bira,west-bank,3,0,0,Non Resedential
2022-02-17,Duma,Nablus,west-bank,2,0,0,Non Resedential
2022-02-15,Khallet al-Mayah,Hebron,west-bank,1,0,0,Residental
2022-02-15,Khallet al-Mayah,Hebron,west-bank,1,0,0,Non Resedential
2022-02-15,a-Lubban a-Sharqiyah,Nablus,west-bank,1,0,0,Non Resedential
2022-02-15,Kh. al-Fakhit,Hebron,west-bank,1,0,0,Non Resedential
2022-02-13,al-Birah,Ramallah and al-Bira,west-bank,2,0,0,Residental
2022-02-13,Halhul,Hebron,west-bank,1,0,0,Non Resedential
2022-02-13,Beit Ummar,Hebron,west-bank,2,0,0,Non Resedential
2022-02-13,Beit Ummar,Hebron,west-bank,1,0,0,Non Resedential
2022-02-09,Beit Kahil,Hebron,west-bank,1,0,0,Non Resedential
2022-02-08,Idhna,Hebron,west-bank,1,0,0,Residental
2022-02-08,Jayus,Qalqiliya,west-bank,9,0,0,Non Resedential
2022-02-08,Furush Beit Dajan,Nablus,west-bank,1,0,0,Non Resedential
2022-02-07,'Arab a-Rashayidah,Bethlehem,west-bank,1,0,0,Non Resedential
2022-02-03,Deir Nizam,Ramallah and al-Bira,west-bank,1,5,1,Residental
2022-02-03,Deir Nizam,Ramallah and al-Bira,west-bank,1,5,3,Residental
2022-02-02,Kh. Khilet a-Dabe',Hebron,west-bank,4,0,0,Non Resedential
2022-02-02,'Anata,al-Quds,west-bank,1,0,0,Non Resedential
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential
2022-02-01,al-Jalameh,Jenin,west-bank,2,0,0,Non Resedential
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential
2022-02-01,Kh. Iqtit,Hebron,west-bank,1,0,0,Residental
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential
2022-02-01,Kh. Iqtit,Hebron,west-bank,1,0,0,Residental
2022-02-01,al-Jalameh,Jenin,west-bank,2,0,0,Non Resedential
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential
2022-02-01,Kh. Iqtit,Hebron,west-bank,1,0,0,Non Resedential
2022-01-30,al-'Aqabah,Tubas,west-bank,1,0,0,Residental
2022-01-26,a-Ramadin,Hebron,west-bank,1,0,0,Non Resedential
2022-01-19,'Arab al-Fureijat,Hebron,west-bank,2,0,0,Non Resedential
2022-01-18,Qalqiliyah,Qalqiliya,west-bank,1,0,0,Residental
2022-01-17,Haris,Salfit,west-bank,1,0,0,Non Resedential
2022-01-12,Kh. al-Fakhit,Hebron,west-bank,1,8,6,Residental
2022-01-12,Kh. al-Fakhit,Hebron,west-bank,3,0,0,Non Resedential
2022-01-12,Kh. al-Fakhit,Hebron,west-bank,2,10,5,Residental
2022-01-12,Kh. al-Fakhit,Hebron,west-bank,1,0,0,Non Resedential
2022-01-12,Kh. al-Fakhit,Hebron,west-bank,1,0,0,Non Resedential
2022-01-12,al-Walajah,Bethlehem,west-bank,1,0,0,Non Resedential
2022-01-12,al-Walajah,Bethlehem,west-bank,1,0,0,Non Resedential
2022-01-11,Battir,Bethlehem,west-bank,2,0,0,Non Resedential
2022-01-11,Beit Jala,Bethlehem,west-bank,1,6,1,Residental
2022-01-10,a-Ram,al-Quds,west-bank,1,0,0,Non Resedential
2022-01-10,a-Ram,al-Quds,west-bank,1,0,0,Non Resedential
2022-01-10,a-Ram,al-Quds,west-bank,1,0,0,Non Resedential
2022-01-09,'Attil,Tulkarm,west-bank,1,0,0,Non Resedential
2022-01-08,Far'a,Hebron,west-bank,2,0,0,Non Resedential
2022-01-04,Kh.Ibziq,Tubas,west-bank,1,2,0,Residental
2022-01-04,Kh.Ibziq,Tubas,west-bank,1,0,0,Non Resedential
2022-01-04,a-Za'ayem,al-Quds,west-bank,1,0,0,Non Resedential
2022-01-04,Kh.Ibziq,Tubas,west-bank,1,6,4,Residental
2022-01-04,Kh.Ibziq,Tubas,west-bank,3,0,0,Non Resedential
2022-01-04,Kh.Ibziq,Tubas,west-bank,1,8,2,Residental
2022-01-04,Kh.Ibziq,Tubas,west-bank,5,0,0,Non Resedential
2022-01-04,a-Za'ayem,al-Quds,west-bank,1,0,0,Non Resedential
2021-12-28,Kh.Ibziq,Tubas,west-bank,1,8,2,Residental
2021-12-28,Kh.Ibziq,Tubas,west-bank,6,0,0,Non Resedential
2021-12-28,Kh.Ibziq,Tubas,west-bank,1,2,0,Residental
2021-12-28,Kh.Ibziq,Tubas,west-bank,2,0,0,Non Resedential
2021-12-28,Qalqas,Hebron,west-bank,1,0,0,Residental
2021-12-28,Qalqas,Hebron,west-bank,1,0,0,Non Resedential
2021-12-28,'Azzun 'Atmah,Qalqiliya,west-bank,1,0,0,Residental
2021-12-28,'Azzun 'Atmah,Qalqiliya,west-bank,1,0,0,Residental
2021-12-28,Hablah,Qalqiliya,west-bank,2,0,0,Non Resedential
2021-12-28,Hablah,Qalqiliya,west-bank,1,0,0,Non Resedential
2021-12-28,Kh.Ibziq,Tubas,west-bank,1,6,4,Residental
2021-12-28,Kh.Ibziq,Tubas,west-bank,4,0,0,Non Resedential
2021-12-27,Hizma,al-Quds,west-bank,1,0,0,Non Resedential
2021-12-27,Hizma,al-Quds,west-bank,1,0,0,Non Resedential
2021-12-27,Hizma,al-Quds,west-bank,1,0,0,Non Resedential
2021-12-27,Hizma,al-Quds,west-bank,2,0,0,Non Resedential
2021-12-27,Hizma,al-Quds,west-bank,1,0,0,Non Resedential
2021-12-27,Hizma,al-Quds,west-bank,1,0,0,Non Resedential
2021-12-27,Hizma,al-Quds,west-bank,1,0,0,Non Resedential
2021-12-27,Hizma,al-Quds,west-bank,2,0,0,Non Resedential
2021-12-27,Hizma,al-Quds,west-bank,1,0,0,Non Resedential
2021-12-27,Hizma,al-Quds,west-bank,3,0,0,Non Resedential
2021-12-22,al-Hijrah,Hebron,west-bank,1,0,0,Non Resedential
2021-12-22,al-Hijrah,Hebron,west-bank,1,0,0,Non Resedential
2021-12-21,Nahhalin,Bethlehem,west-bank,1,8,3,Residental
2021-12-16,Bruqin,Salfit,west-bank,1,0,0,Non Resedential
2021-12-16,'Ein a-Duyuk a-Tahta,Jericho,west-bank,2,0,0,Residental
2021-12-13,Khalet al-Furn,Hebron,west-bank,1,0,0,Non Resedential
2021-12-07,Nahhalin,Bethlehem,west-bank,1,0,0,Non Resedential
2021-12-07,Nahhalin,Bethlehem,west-bank,1,0,0,Non Resedential
2021-12-06,Zif,Hebron,west-bank,1,0,0,Residental
2021-12-06,Zif,Hebron,west-bank,1,0,0,Non Resedential
2021-12-06,al-Buweib,Hebron,west-bank,1,0,0,Non Resedential
2021-12-05,Kh. Humsah,Tubas,west-bank,1,0,0,Residental
2021-12-05,Kh. Humsah,Tubas,west-bank,2,0,0,Residental
2021-12-05,al-Khader,Bethlehem,west-bank,1,0,0,Non Resedential
2021-12-05,al-Khader,Bethlehem,west-bank,1,0,0,Non Resedential
2021-12-05,al-Khas,Bethlehem,west-bank,1,0,0,Residental
2021-12-05,Kh. Tana,Nablus,west-bank,1,5,3,Residental
2021-12-05,Kh. Tana,Nablus,west-bank,1,0,0,Non Resedential
2021-12-02,Kh. al-Markez,Hebron,west-bank,1,5,3,Residental
2021-12-02,Kh. al-Markez,Hebron,west-bank,1,7,3,Residental
2021-12-02,Kh. al-Markez,Hebron,west-bank,1,0,0,Non Resedential
2021-12-02,Kh. al-Markez,Hebron,west-bank,1,1,0,Residental
2021-12-02,Kh. al-Markez,Hebron,west-bank,1,4,2,Residental
2021-12-01,Abu Dis,al-Quds,west-bank,1,0,0,Non Resedential
2021-11-29,Nahhalin,Bethlehem,west-bank,1,0,0,Residental
2021-11-29,'Anata,al-Quds,west-bank,1,0,0,Non Resedential
2021-11-29,Ni'lin,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2021-11-28,Tammun,Tubas,west-bank,1,0,0,Non Resedential
2021-11-23,'Asirah a-Shamaliyah,Nablus,west-bank,1,0,0,Non Resedential
2021-11-23,al-Khas,Bethlehem,west-bank,3,0,0,Residental
2021-11-23,al-Khas,Bethlehem,west-bank,1,0,0,Non Resedential
2021-11-23,Ras a-Tin,Ramallah and al-Bira,west-bank,3,0,0,Non Resedential
2021-11-23,Kh. Ma'in,Hebron,west-bank,1,0,0,Residental
2021-11-23,a-Deirat,Hebron,west-bank,1,0,0,Non Resedential
2021-11-23,'Ein Samia,Ramallah and al-Bira,west-bank,1,8,3,Residental
2021-11-23,'Ein Samia,Ramallah and al-Bira,west-bank,2,0,0,Non Resedential
2021-11-22,a-Nabi Elyas,Qalqiliya,west-bank,1,0,0,Non Resedential
2021-11-22,Badu a-Mu'arrajat,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2021-11-21,a-Sawahrah a-Sharqiyah,al-Quds,west-bank,1,0,0,Non Resedential
2021-11-21,a-Sawahrah a-Sharqiyah,al-Quds,west-bank,1,0,0,Non Resedential
2021-11-17,a-Za'ayem,al-Quds,west-bank,1,0,0,Non Resedential
2021-11-17,a-Za'ayem,al-Quds,west-bank,1,0,0,Non Resedential
2021-11-16,Qalandia,al-Quds,west-bank,1,0,0,Non Resedential
2021-11-16,Qalandia,al-Quds,west-bank,1,0,0,Non Resedential
2021-11-16,Qalandia,al-Quds,west-bank,1,0,0,Non Resedential
2021-11-16,Qalandia,al-Quds,west-bank,1,0,0,Non Resedential
2021-11-15,Salfit,Salfit,west-bank,1,0,0,Non Resedential
2021-11-15,Salfit,Salfit,west-bank,1,0,0,Non Resedential
2021-11-15,Kh. Jamrurah,Hebron,west-bank,1,0,0,Non Resedential
2021-11-15,Kh. Jamrurah,Hebron,west-bank,1,6,2,Residental
2021-11-15,Kh. Jamrurah,Hebron,west-bank,1,6,4,Residental
2021-11-15,Kh. Jamrurah,Hebron,west-bank,1,5,3,Residental
2021-11-15,a-Rifa'iya,Hebron,west-bank,1,0,0,Non Resedential
2021-11-15,Zif,Hebron,west-bank,1,0,0,Residental
2021-11-10,Hebron,Hebron,west-bank,1,0,0,Residental
2021-11-08,'Arab a-Ramadin al-Janubi,Qalqiliya,west-bank,1,0,0,Non Resedential
2021-11-08,al-Khader,Bethlehem,west-bank,1,7,5,Residental
2021-11-08,al-Khader,Bethlehem,west-bank,1,0,0,Non Resedential
2021-11-07,Far'a,Hebron,west-bank,1,7,2,Residental
